has_ligand,n_bonds,bond_C01-NZ,bond_C-N1,bond_C2-SG,n01_catcys_sg,n01_nearest_cys,n01_nearest_cys_d,catcys_is_nearest,in_attack_range,thio_species,thio_c_s,thio_planarity,thio_has_oxt,n01_thio_c,iface_res_8A,chains,job,sample,model,iptm,ptm,ranking_score,nearest_lys_nz_d,nearest_lys_resi,bond_C-N01,bond_C2-N01,job_base,is_seed,sample_id,species
True,1,0.998,,,4.384,B/91,4.384,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-10_sample-0,sumo2_k11_xisok_ube2w/seed-10_sample-0/model.cif,0.35,0.64,0.45,,,,,sumo2_k11_xisok_ube2w,True,seed-10_sample-0,xisok
True,1,1.164,,,4.927,B/91,4.927,True,False,,,,,,8,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-10_sample-1,sumo2_k11_xisok_ube2w/seed-10_sample-1/model.cif,0.42,0.65,0.52,,,,,sumo2_k11_xisok_ube2w,True,seed-10_sample-1,xisok
True,1,1.021,,,4.582,B/151,1.561,False,False,,,,,,15,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-10_sample-2,sumo2_k11_xisok_ube2w/seed-10_sample-2/model.cif,0.57,0.66,0.63,,,,,sumo2_k11_xisok_ube2w,True,seed-10_sample-2,xisok
True,1,0.944,,,4.132,B/151,1.856,False,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-10_sample-3,sumo2_k11_xisok_ube2w/seed-10_sample-3/model.cif,0.47,0.64,0.54,,,,,sumo2_k11_xisok_ube2w,True,seed-10_sample-3,xisok
True,1,0.975,,,4.948,B/151,1.315,False,False,,,,,,5,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-10_sample-4,sumo2_k11_xisok_ube2w/seed-10_sample-4/model.cif,0.56,0.65,0.61,,,,,sumo2_k11_xisok_ube2w,True,seed-10_sample-4,xisok
True,1,1.165,,,4.89,B/91,4.89,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-11_sample-0,sumo2_k11_xisok_ube2w/seed-11_sample-0/model.cif,0.41,0.65,0.51,,,,,sumo2_k11_xisok_ube2w,True,seed-11_sample-0,xisok
True,1,0.911,,,4.599,B/91,4.599,True,False,,,,,,8,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-11_sample-1,sumo2_k11_xisok_ube2w/seed-11_sample-1/model.cif,0.39,0.63,0.48,,,,,sumo2_k11_xisok_ube2w,True,seed-11_sample-1,xisok
True,1,1.175,,,5.14,B/91,5.14,True,False,,,,,,4,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-11_sample-2,sumo2_k11_xisok_ube2w/seed-11_sample-2/model.cif,0.38,0.63,0.45,,,,,sumo2_k11_xisok_ube2w,True,seed-11_sample-2,xisok
True,1,1.138,,,4.518,B/91,4.518,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-11_sample-3,sumo2_k11_xisok_ube2w/seed-11_sample-3/model.cif,0.39,0.65,0.49,,,,,sumo2_k11_xisok_ube2w,True,seed-11_sample-3,xisok
True,1,1.116,,,5.016,B/151,4.457,False,False,,,,,,16,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-11_sample-4,sumo2_k11_xisok_ube2w/seed-11_sample-4/model.cif,0.3,0.64,0.4,,,,,sumo2_k11_xisok_ube2w,True,seed-11_sample-4,xisok
True,1,0.997,,,4.24,B/91,4.24,True,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-12_sample-0,sumo2_k11_xisok_ube2w/seed-12_sample-0/model.cif,0.56,0.65,0.62,,,,,sumo2_k11_xisok_ube2w,True,seed-12_sample-0,xisok
True,1,1.013,,,4.051,B/91,4.051,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-12_sample-1,sumo2_k11_xisok_ube2w/seed-12_sample-1/model.cif,0.54,0.65,0.61,,,,,sumo2_k11_xisok_ube2w,True,seed-12_sample-1,xisok
True,1,0.938,,,4.285,B/91,4.285,True,False,,,,,,10,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-12_sample-2,sumo2_k11_xisok_ube2w/seed-12_sample-2/model.cif,0.47,0.64,0.54,,,,,sumo2_k11_xisok_ube2w,True,seed-12_sample-2,xisok
True,1,0.777,,,4.152,B/91,4.152,True,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-12_sample-3,sumo2_k11_xisok_ube2w/seed-12_sample-3/model.cif,0.28,0.62,0.38,,,,,sumo2_k11_xisok_ube2w,True,seed-12_sample-3,xisok
True,1,1.162,,,5.535,B/91,5.535,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-12_sample-4,sumo2_k11_xisok_ube2w/seed-12_sample-4/model.cif,0.6,0.67,0.63,,,,,sumo2_k11_xisok_ube2w,True,seed-12_sample-4,xisok
True,1,0.824,,,4.129,B/91,4.129,True,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-13_sample-0,sumo2_k11_xisok_ube2w/seed-13_sample-0/model.cif,0.36,0.63,0.46,,,,,sumo2_k11_xisok_ube2w,True,seed-13_sample-0,xisok
True,1,1.141,,,4.734,B/91,4.734,True,False,,,,,,4,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-13_sample-1,sumo2_k11_xisok_ube2w/seed-13_sample-1/model.cif,0.36,0.64,0.44,,,,,sumo2_k11_xisok_ube2w,True,seed-13_sample-1,xisok
True,1,1.067,,,4.507,B/91,4.507,True,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-13_sample-2,sumo2_k11_xisok_ube2w/seed-13_sample-2/model.cif,0.37,0.63,0.45,,,,,sumo2_k11_xisok_ube2w,True,seed-13_sample-2,xisok
True,1,1.042,,,4.103,B/91,4.103,True,False,,,,,,5,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-13_sample-3,sumo2_k11_xisok_ube2w/seed-13_sample-3/model.cif,0.34,0.62,0.43,,,,,sumo2_k11_xisok_ube2w,True,seed-13_sample-3,xisok
True,1,1.172,,,4.735,B/91,4.735,True,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-13_sample-4,sumo2_k11_xisok_ube2w/seed-13_sample-4/model.cif,0.36,0.63,0.43,,,,,sumo2_k11_xisok_ube2w,True,seed-13_sample-4,xisok
True,1,0.822,,,4.482,B/91,4.482,True,False,,,,,,8,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-14_sample-0,sumo2_k11_xisok_ube2w/seed-14_sample-0/model.cif,0.42,0.64,0.5,,,,,sumo2_k11_xisok_ube2w,True,seed-14_sample-0,xisok
True,1,1.178,,,5.31,B/91,5.31,True,False,,,,,,15,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-14_sample-1,sumo2_k11_xisok_ube2w/seed-14_sample-1/model.cif,0.37,0.66,0.46,,,,,sumo2_k11_xisok_ube2w,True,seed-14_sample-1,xisok
True,1,0.817,,,4.075,B/91,4.075,True,False,,,,,,10,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-14_sample-2,sumo2_k11_xisok_ube2w/seed-14_sample-2/model.cif,0.38,0.65,0.47,,,,,sumo2_k11_xisok_ube2w,True,seed-14_sample-2,xisok
True,1,0.923,,,4.471,B/91,4.471,True,False,,,,,,8,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-14_sample-3,sumo2_k11_xisok_ube2w/seed-14_sample-3/model.cif,0.4,0.63,0.49,,,,,sumo2_k11_xisok_ube2w,True,seed-14_sample-3,xisok
True,1,0.775,,,4.452,B/91,4.452,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-14_sample-4,sumo2_k11_xisok_ube2w/seed-14_sample-4/model.cif,0.41,0.64,0.5,,,,,sumo2_k11_xisok_ube2w,True,seed-14_sample-4,xisok
True,1,1.135,,,4.441,B/91,4.441,True,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-15_sample-0,sumo2_k11_xisok_ube2w/seed-15_sample-0/model.cif,0.54,0.65,0.59,,,,,sumo2_k11_xisok_ube2w,True,seed-15_sample-0,xisok
True,1,0.955,,,4.392,B/91,4.392,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-15_sample-1,sumo2_k11_xisok_ube2w/seed-15_sample-1/model.cif,0.34,0.63,0.45,,,,,sumo2_k11_xisok_ube2w,True,seed-15_sample-1,xisok
True,1,1.161,,,4.595,B/91,4.595,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-15_sample-2,sumo2_k11_xisok_ube2w/seed-15_sample-2/model.cif,0.3,0.64,0.38,,,,,sumo2_k11_xisok_ube2w,True,seed-15_sample-2,xisok
True,1,0.936,,,4.057,B/91,4.057,True,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-15_sample-3,sumo2_k11_xisok_ube2w/seed-15_sample-3/model.cif,0.45,0.64,0.54,,,,,sumo2_k11_xisok_ube2w,True,seed-15_sample-3,xisok
True,1,0.995,,,4.247,B/91,4.247,True,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-15_sample-4,sumo2_k11_xisok_ube2w/seed-15_sample-4/model.cif,0.49,0.65,0.56,,,,,sumo2_k11_xisok_ube2w,True,seed-15_sample-4,xisok
True,1,0.976,,,4.167,B/91,4.167,True,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-16_sample-0,sumo2_k11_xisok_ube2w/seed-16_sample-0/model.cif,0.56,0.65,0.62,,,,,sumo2_k11_xisok_ube2w,True,seed-16_sample-0,xisok
True,1,0.889,,,4.056,B/91,4.056,True,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-16_sample-1,sumo2_k11_xisok_ube2w/seed-16_sample-1/model.cif,0.4,0.64,0.48,,,,,sumo2_k11_xisok_ube2w,True,seed-16_sample-1,xisok
True,1,1.147,,,4.638,B/151,1.974,False,False,,,,,,12,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-16_sample-2,sumo2_k11_xisok_ube2w/seed-16_sample-2/model.cif,0.33,0.64,0.42,,,,,sumo2_k11_xisok_ube2w,True,seed-16_sample-2,xisok
True,1,1.139,,,4.56,B/91,4.56,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-16_sample-3,sumo2_k11_xisok_ube2w/seed-16_sample-3/model.cif,0.55,0.66,0.59,,,,,sumo2_k11_xisok_ube2w,True,seed-16_sample-3,xisok
True,1,0.931,,,3.906,B/91,3.906,True,True,,,,,,8,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-16_sample-4,sumo2_k11_xisok_ube2w/seed-16_sample-4/model.cif,0.47,0.64,0.56,,,,,sumo2_k11_xisok_ube2w,True,seed-16_sample-4,xisok
True,1,0.935,,,4.101,B/91,4.101,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-17_sample-0,sumo2_k11_xisok_ube2w/seed-17_sample-0/model.cif,0.41,0.63,0.49,,,,,sumo2_k11_xisok_ube2w,True,seed-17_sample-0,xisok
True,1,0.928,,,4.191,B/151,3.56,False,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-17_sample-1,sumo2_k11_xisok_ube2w/seed-17_sample-1/model.cif,0.51,0.64,0.58,,,,,sumo2_k11_xisok_ube2w,True,seed-17_sample-1,xisok
True,1,0.921,,,4.364,B/151,3.075,False,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-17_sample-2,sumo2_k11_xisok_ube2w/seed-17_sample-2/model.cif,0.44,0.63,0.51,,,,,sumo2_k11_xisok_ube2w,True,seed-17_sample-2,xisok
True,1,1.075,,,3.98,B/91,3.98,True,True,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-17_sample-3,sumo2_k11_xisok_ube2w/seed-17_sample-3/model.cif,0.35,0.63,0.44,,,,,sumo2_k11_xisok_ube2w,True,seed-17_sample-3,xisok
True,1,1.156,,,5.78,B/91,5.78,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-17_sample-4,sumo2_k11_xisok_ube2w/seed-17_sample-4/model.cif,0.34,0.65,0.44,,,,,sumo2_k11_xisok_ube2w,True,seed-17_sample-4,xisok
True,1,1.142,,,4.764,B/91,4.764,True,False,,,,,,15,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-18_sample-0,sumo2_k11_xisok_ube2w/seed-18_sample-0/model.cif,0.37,0.63,0.45,,,,,sumo2_k11_xisok_ube2w,True,seed-18_sample-0,xisok
True,1,1.119,,,4.993,B/91,4.993,True,False,,,,,,14,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-18_sample-1,sumo2_k11_xisok_ube2w/seed-18_sample-1/model.cif,0.47,0.65,0.53,,,,,sumo2_k11_xisok_ube2w,True,seed-18_sample-1,xisok
True,1,0.867,,,4.661,B/91,4.661,True,False,,,,,,5,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-18_sample-2,sumo2_k11_xisok_ube2w/seed-18_sample-2/model.cif,0.39,0.63,0.48,,,,,sumo2_k11_xisok_ube2w,True,seed-18_sample-2,xisok
True,1,0.878,,,4.667,B/91,4.667,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-18_sample-3,sumo2_k11_xisok_ube2w/seed-18_sample-3/model.cif,0.44,0.65,0.51,,,,,sumo2_k11_xisok_ube2w,True,seed-18_sample-3,xisok
True,1,0.964,,,4.477,B/91,4.477,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-18_sample-4,sumo2_k11_xisok_ube2w/seed-18_sample-4/model.cif,0.33,0.64,0.44,,,,,sumo2_k11_xisok_ube2w,True,seed-18_sample-4,xisok
True,1,1.146,,,4.596,B/91,4.596,True,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-19_sample-0,sumo2_k11_xisok_ube2w/seed-19_sample-0/model.cif,0.34,0.63,0.41,,,,,sumo2_k11_xisok_ube2w,True,seed-19_sample-0,xisok
True,1,0.952,,,4.143,B/91,4.143,True,False,,,,,,8,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-19_sample-1,sumo2_k11_xisok_ube2w/seed-19_sample-1/model.cif,0.55,0.65,0.61,,,,,sumo2_k11_xisok_ube2w,True,seed-19_sample-1,xisok
True,1,1.167,,,5.662,B/91,5.662,True,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-19_sample-2,sumo2_k11_xisok_ube2w/seed-19_sample-2/model.cif,0.48,0.64,0.52,,,,,sumo2_k11_xisok_ube2w,True,seed-19_sample-2,xisok
True,1,0.941,,,4.466,B/91,4.466,True,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-19_sample-3,sumo2_k11_xisok_ube2w/seed-19_sample-3/model.cif,0.41,0.63,0.5,,,,,sumo2_k11_xisok_ube2w,True,seed-19_sample-3,xisok
True,1,0.945,,,4.198,B/151,2.581,False,False,,,,,,5,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-19_sample-4,sumo2_k11_xisok_ube2w/seed-19_sample-4/model.cif,0.33,0.63,0.41,,,,,sumo2_k11_xisok_ube2w,True,seed-19_sample-4,xisok
True,1,0.779,,,4.902,B/91,4.902,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-1_sample-0,sumo2_k11_xisok_ube2w/seed-1_sample-0/model.cif,0.38,0.64,0.48,,,,,sumo2_k11_xisok_ube2w,True,seed-1_sample-0,xisok
True,1,1.192,,,4.907,B/91,4.907,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-1_sample-1,sumo2_k11_xisok_ube2w/seed-1_sample-1/model.cif,0.37,0.63,0.44,,,,,sumo2_k11_xisok_ube2w,True,seed-1_sample-1,xisok
True,1,1.142,,,6.7,B/91,6.7,True,False,,,,,,14,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-1_sample-2,sumo2_k11_xisok_ube2w/seed-1_sample-2/model.cif,0.33,0.65,0.43,,,,,sumo2_k11_xisok_ube2w,True,seed-1_sample-2,xisok
True,1,1.16,,,4.8,B/91,4.8,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-1_sample-3,sumo2_k11_xisok_ube2w/seed-1_sample-3/model.cif,0.48,0.66,0.54,,,,,sumo2_k11_xisok_ube2w,True,seed-1_sample-3,xisok
True,1,1.12,,,4.865,B/91,4.865,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-1_sample-4,sumo2_k11_xisok_ube2w/seed-1_sample-4/model.cif,0.43,0.67,0.5,,,,,sumo2_k11_xisok_ube2w,True,seed-1_sample-4,xisok
True,1,1.136,,,4.67,B/91,4.67,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-20_sample-0,sumo2_k11_xisok_ube2w/seed-20_sample-0/model.cif,0.38,0.64,0.45,,,,,sumo2_k11_xisok_ube2w,True,seed-20_sample-0,xisok
True,1,1.193,,,4.789,B/91,4.789,True,False,,,,,,18,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-20_sample-1,sumo2_k11_xisok_ube2w/seed-20_sample-1/model.cif,0.39,0.68,0.5,,,,,sumo2_k11_xisok_ube2w,True,seed-20_sample-1,xisok
True,1,0.909,,,3.826,B/91,3.826,True,True,,,,,,5,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-20_sample-2,sumo2_k11_xisok_ube2w/seed-20_sample-2/model.cif,0.36,0.62,0.45,,,,,sumo2_k11_xisok_ube2w,True,seed-20_sample-2,xisok
True,1,0.996,,,3.784,B/91,3.784,True,True,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-20_sample-3,sumo2_k11_xisok_ube2w/seed-20_sample-3/model.cif,0.52,0.64,0.58,,,,,sumo2_k11_xisok_ube2w,True,seed-20_sample-3,xisok
True,1,0.969,,,4.014,B/91,4.014,True,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-20_sample-4,sumo2_k11_xisok_ube2w/seed-20_sample-4/model.cif,0.38,0.64,0.46,,,,,sumo2_k11_xisok_ube2w,True,seed-20_sample-4,xisok
True,1,0.824,,,4.197,B/91,4.197,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-2_sample-0,sumo2_k11_xisok_ube2w/seed-2_sample-0/model.cif,0.31,0.63,0.41,,,,,sumo2_k11_xisok_ube2w,True,seed-2_sample-0,xisok
True,1,0.91,,,4.075,B/91,4.075,True,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-2_sample-1,sumo2_k11_xisok_ube2w/seed-2_sample-1/model.cif,0.34,0.63,0.43,,,,,sumo2_k11_xisok_ube2w,True,seed-2_sample-1,xisok
True,1,1.153,,,5.81,B/151,4.094,False,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-2_sample-2,sumo2_k11_xisok_ube2w/seed-2_sample-2/model.cif,0.42,0.65,0.48,,,,,sumo2_k11_xisok_ube2w,True,seed-2_sample-2,xisok
True,1,1.183,,,4.834,B/91,4.834,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-2_sample-3,sumo2_k11_xisok_ube2w/seed-2_sample-3/model.cif,0.58,0.66,0.63,,,,,sumo2_k11_xisok_ube2w,True,seed-2_sample-3,xisok
True,1,1.164,,,4.822,B/91,4.822,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-2_sample-4,sumo2_k11_xisok_ube2w/seed-2_sample-4/model.cif,0.36,0.63,0.44,,,,,sumo2_k11_xisok_ube2w,True,seed-2_sample-4,xisok
True,1,0.888,,,4.431,B/91,4.431,True,False,,,,,,8,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-3_sample-0,sumo2_k11_xisok_ube2w/seed-3_sample-0/model.cif,0.39,0.64,0.48,,,,,sumo2_k11_xisok_ube2w,True,seed-3_sample-0,xisok
True,1,1.027,,,3.926,B/151,3.138,False,True,,,,,,13,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-3_sample-1,sumo2_k11_xisok_ube2w/seed-3_sample-1/model.cif,0.55,0.66,0.61,,,,,sumo2_k11_xisok_ube2w,True,seed-3_sample-1,xisok
True,1,1.025,,,4.311,B/91,4.311,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-3_sample-2,sumo2_k11_xisok_ube2w/seed-3_sample-2/model.cif,0.56,0.65,0.63,,,,,sumo2_k11_xisok_ube2w,True,seed-3_sample-2,xisok
True,1,0.948,,,4.426,B/151,2.4,False,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-3_sample-3,sumo2_k11_xisok_ube2w/seed-3_sample-3/model.cif,0.57,0.65,0.62,,,,,sumo2_k11_xisok_ube2w,True,seed-3_sample-3,xisok
True,1,1.193,,,4.664,B/91,4.664,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-3_sample-4,sumo2_k11_xisok_ube2w/seed-3_sample-4/model.cif,0.41,0.65,0.49,,,,,sumo2_k11_xisok_ube2w,True,seed-3_sample-4,xisok
True,1,1.01,,,4.3,B/91,4.3,True,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-4_sample-0,sumo2_k11_xisok_ube2w/seed-4_sample-0/model.cif,0.5,0.64,0.57,,,,,sumo2_k11_xisok_ube2w,True,seed-4_sample-0,xisok
True,1,1.109,,,4.629,B/91,4.629,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-4_sample-1,sumo2_k11_xisok_ube2w/seed-4_sample-1/model.cif,0.43,0.63,0.51,,,,,sumo2_k11_xisok_ube2w,True,seed-4_sample-1,xisok
True,1,1.181,,,5.652,B/91,5.652,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-4_sample-2,sumo2_k11_xisok_ube2w/seed-4_sample-2/model.cif,0.49,0.66,0.57,,,,,sumo2_k11_xisok_ube2w,True,seed-4_sample-2,xisok
True,1,0.877,,,4.0,B/91,4.0,True,True,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-4_sample-3,sumo2_k11_xisok_ube2w/seed-4_sample-3/model.cif,0.47,0.65,0.53,,,,,sumo2_k11_xisok_ube2w,True,seed-4_sample-3,xisok
True,1,1.185,,,4.755,B/91,4.755,True,False,,,,,,19,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-4_sample-4,sumo2_k11_xisok_ube2w/seed-4_sample-4/model.cif,0.52,0.65,0.57,,,,,sumo2_k11_xisok_ube2w,True,seed-4_sample-4,xisok
True,1,1.166,,,4.753,B/91,4.753,True,False,,,,,,16,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-5_sample-0,sumo2_k11_xisok_ube2w/seed-5_sample-0/model.cif,0.51,0.65,0.56,,,,,sumo2_k11_xisok_ube2w,True,seed-5_sample-0,xisok
True,1,0.954,,,3.887,B/91,3.887,True,True,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-5_sample-1,sumo2_k11_xisok_ube2w/seed-5_sample-1/model.cif,0.49,0.64,0.55,,,,,sumo2_k11_xisok_ube2w,True,seed-5_sample-1,xisok
True,1,1.136,,,4.317,B/91,4.317,True,False,,,,,,8,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-5_sample-2,sumo2_k11_xisok_ube2w/seed-5_sample-2/model.cif,0.45,0.65,0.52,,,,,sumo2_k11_xisok_ube2w,True,seed-5_sample-2,xisok
True,1,1.041,,,4.241,B/91,4.241,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-5_sample-3,sumo2_k11_xisok_ube2w/seed-5_sample-3/model.cif,0.33,0.61,0.41,,,,,sumo2_k11_xisok_ube2w,True,seed-5_sample-3,xisok
True,1,1.192,,,4.668,B/91,4.668,True,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-5_sample-4,sumo2_k11_xisok_ube2w/seed-5_sample-4/model.cif,0.49,0.64,0.54,,,,,sumo2_k11_xisok_ube2w,True,seed-5_sample-4,xisok
True,1,1.101,,,4.265,B/91,4.265,True,False,,,,,,4,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-6_sample-0,sumo2_k11_xisok_ube2w/seed-6_sample-0/model.cif,0.36,0.63,0.42,,,,,sumo2_k11_xisok_ube2w,True,seed-6_sample-0,xisok
True,1,0.843,,,4.654,B/151,3.898,False,False,,,,,,5,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-6_sample-1,sumo2_k11_xisok_ube2w/seed-6_sample-1/model.cif,0.43,0.63,0.52,,,,,sumo2_k11_xisok_ube2w,True,seed-6_sample-1,xisok
True,1,0.897,,,4.403,B/91,4.403,True,False,,,,,,10,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-6_sample-2,sumo2_k11_xisok_ube2w/seed-6_sample-2/model.cif,0.37,0.63,0.45,,,,,sumo2_k11_xisok_ube2w,True,seed-6_sample-2,xisok
True,1,1.156,,,4.527,B/151,4.379,False,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-6_sample-3,sumo2_k11_xisok_ube2w/seed-6_sample-3/model.cif,0.51,0.67,0.57,,,,,sumo2_k11_xisok_ube2w,True,seed-6_sample-3,xisok
True,1,1.172,,,4.994,B/91,4.994,True,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-6_sample-4,sumo2_k11_xisok_ube2w/seed-6_sample-4/model.cif,0.29,0.62,0.38,,,,,sumo2_k11_xisok_ube2w,True,seed-6_sample-4,xisok
True,1,1.143,,,4.756,B/91,4.756,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-7_sample-0,sumo2_k11_xisok_ube2w/seed-7_sample-0/model.cif,0.34,0.65,0.42,,,,,sumo2_k11_xisok_ube2w,True,seed-7_sample-0,xisok
True,1,1.165,,,4.988,B/91,4.988,True,False,,,,,,8,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-7_sample-1,sumo2_k11_xisok_ube2w/seed-7_sample-1/model.cif,0.42,0.64,0.48,,,,,sumo2_k11_xisok_ube2w,True,seed-7_sample-1,xisok
True,1,0.968,,,4.19,B/91,4.19,True,False,,,,,,5,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-7_sample-2,sumo2_k11_xisok_ube2w/seed-7_sample-2/model.cif,0.36,0.63,0.47,,,,,sumo2_k11_xisok_ube2w,True,seed-7_sample-2,xisok
True,1,1.172,,,4.616,B/151,4.434,False,False,,,,,,15,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-7_sample-3,sumo2_k11_xisok_ube2w/seed-7_sample-3/model.cif,0.48,0.65,0.53,,,,,sumo2_k11_xisok_ube2w,True,seed-7_sample-3,xisok
True,1,0.848,,,4.272,B/91,4.272,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-7_sample-4,sumo2_k11_xisok_ube2w/seed-7_sample-4/model.cif,0.44,0.64,0.52,,,,,sumo2_k11_xisok_ube2w,True,seed-7_sample-4,xisok
