job,model,aden_centroid,aden_nearest,cys632
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-24_sample-1__model.cif,5.66,4.94,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-24_sample-2__model.cif,5.67,4.82,1.57
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-24_sample-3__model.cif,5.66,4.68,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-24_sample-4__model.cif,5.42,4.97,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-25_sample-0__model.cif,5.79,4.99,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-25_sample-1__model.cif,5.36,4.8,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-25_sample-2__model.cif,5.94,4.82,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-25_sample-3__model.cif,5.34,4.98,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-25_sample-4__model.cif,5.58,4.74,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-2_sample-0__model.cif,5.76,4.77,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-2_sample-1__model.cif,5.79,4.84,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-2_sample-2__model.cif,5.86,4.82,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-2_sample-3__model.cif,5.16,4.82,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-2_sample-4__model.cif,6.08,4.86,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-3_sample-0__model.cif,5.13,4.97,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-3_sample-1__model.cif,6.31,5.19,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-3_sample-2__model.cif,5.33,4.98,1.5
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-3_sample-3__model.cif,5.33,4.8,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-3_sample-4__model.cif,5.73,5.18,1.58
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-4_sample-0__model.cif,5.66,4.82,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-4_sample-1__model.cif,5.52,4.85,1.49
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-4_sample-2__model.cif,6.26,4.96,1.49
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-4_sample-3__model.cif,5.77,4.62,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-4_sample-4__model.cif,5.35,4.76,1.57
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-5_sample-0__model.cif,5.48,4.72,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-5_sample-1__model.cif,5.49,4.9,1.49
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-5_sample-2__model.cif,5.05,4.84,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-5_sample-3__model.cif,5.51,5.08,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-5_sample-4__model.cif,5.94,4.75,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-6_sample-0__model.cif,5.6,4.97,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-6_sample-1__model.cif,5.39,4.77,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-6_sample-2__model.cif,5.56,4.93,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-6_sample-3__model.cif,5.86,4.79,1.52
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-6_sample-4__model.cif,5.56,4.84,1.52
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-7_sample-0__model.cif,5.96,4.99,1.47
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-7_sample-1__model.cif,5.88,4.98,1.52
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-7_sample-2__model.cif,5.34,4.69,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-7_sample-3__model.cif,5.58,4.82,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-7_sample-4__model.cif,5.17,4.65,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-8_sample-0__model.cif,5.96,5.03,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-8_sample-1__model.cif,6.03,4.68,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-8_sample-2__model.cif,5.38,4.63,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-8_sample-3__model.cif,6.08,5.11,1.5
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-8_sample-4__model.cif,6.15,4.88,1.52
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-9_sample-0__model.cif,5.61,4.87,1.58
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-9_sample-1__model.cif,5.99,4.98,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-9_sample-2__model.cif,5.24,4.88,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-9_sample-3__model.cif,5.66,4.9,1.5
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-9_sample-4__model.cif,5.12,4.89,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-10_sample-0__model.cif,5.27,5.03,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-10_sample-1__model.cif,5.96,5.51,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-10_sample-2__model.cif,5.57,4.72,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-10_sample-3__model.cif,5.26,5.12,1.59
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-10_sample-4__model.cif,5.1,4.67,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-11_sample-0__model.cif,5.86,5.29,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-11_sample-1__model.cif,17.43,9.32,1.58
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-11_sample-2__model.cif,5.68,5.19,1.48
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-11_sample-3__model.cif,5.29,4.93,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-11_sample-4__model.cif,5.43,5.13,1.56
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-12_sample-0__model.cif,6.72,5.13,1.48
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-12_sample-1__model.cif,5.04,4.96,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-12_sample-2__model.cif,5.19,5.02,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-12_sample-3__model.cif,5.07,4.8,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-12_sample-4__model.cif,5.6,5.11,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-13_sample-0__model.cif,5.68,5.34,1.56
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-13_sample-1__model.cif,6.57,5.37,1.43
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-13_sample-2__model.cif,5.39,5.03,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-13_sample-3__model.cif,5.39,4.9,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-13_sample-4__model.cif,5.85,5.27,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-14_sample-0__model.cif,5.64,4.64,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-14_sample-1__model.cif,5.2,5.1,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-14_sample-2__model.cif,5.38,5.0,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-14_sample-3__model.cif,5.49,5.06,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-14_sample-4__model.cif,5.46,4.96,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-15_sample-0__model.cif,4.86,5.05,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-15_sample-1__model.cif,5.7,4.61,1.56
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-15_sample-2__model.cif,5.39,5.36,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-15_sample-3__model.cif,5.16,4.93,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-15_sample-4__model.cif,5.11,4.8,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-16_sample-0__model.cif,5.3,4.85,1.57
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-16_sample-1__model.cif,5.83,5.51,1.45
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-16_sample-2__model.cif,18.11,9.82,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-16_sample-3__model.cif,5.58,4.97,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-16_sample-4__model.cif,5.38,5.03,1.56
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-17_sample-0__model.cif,5.38,5.0,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-17_sample-1__model.cif,5.36,4.81,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-17_sample-2__model.cif,5.14,5.07,1.49
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-17_sample-3__model.cif,5.71,4.98,1.48
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-17_sample-4__model.cif,5.59,4.84,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-18_sample-0__model.cif,5.18,4.83,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-18_sample-1__model.cif,5.51,5.04,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-18_sample-2__model.cif,5.2,5.02,1.56
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-18_sample-3__model.cif,5.16,4.99,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-18_sample-4__model.cif,5.35,4.87,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-19_sample-0__model.cif,5.5,4.94,1.45
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-19_sample-1__model.cif,5.54,5.17,1.49
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-19_sample-2__model.cif,5.18,4.88,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-19_sample-3__model.cif,5.62,5.48,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-19_sample-4__model.cif,5.7,5.38,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-1_sample-0__model.cif,5.45,5.22,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-1_sample-1__model.cif,4.94,5.03,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-1_sample-2__model.cif,5.19,4.87,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-1_sample-3__model.cif,5.2,4.89,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-1_sample-4__model.cif,5.1,4.75,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-20_sample-0__model.cif,5.07,5.03,1.48
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-20_sample-1__model.cif,5.48,4.85,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-20_sample-2__model.cif,5.84,5.34,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-20_sample-3__model.cif,5.19,5.16,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-20_sample-4__model.cif,5.13,5.19,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-21_sample-0__model.cif,6.32,5.11,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-21_sample-1__model.cif,5.8,5.01,1.49
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-21_sample-2__model.cif,5.75,5.01,1.46
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-21_sample-3__model.cif,4.99,4.94,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-21_sample-4__model.cif,5.19,4.77,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-22_sample-0__model.cif,5.07,4.98,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-22_sample-1__model.cif,5.23,5.15,1.56
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-22_sample-2__model.cif,4.97,4.94,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-22_sample-3__model.cif,5.36,5.19,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-22_sample-4__model.cif,5.41,5.0,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-23_sample-0__model.cif,5.66,4.98,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-23_sample-1__model.cif,5.05,5.07,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-23_sample-2__model.cif,5.34,5.2,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-23_sample-3__model.cif,5.97,4.92,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-23_sample-4__model.cif,5.17,4.86,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-24_sample-0__model.cif,5.25,4.86,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-24_sample-1__model.cif,5.1,4.96,1.49
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-24_sample-2__model.cif,5.35,4.79,1.56
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-24_sample-3__model.cif,6.67,5.47,1.48
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-24_sample-4__model.cif,5.39,5.19,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-25_sample-0__model.cif,5.39,5.17,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-25_sample-1__model.cif,5.72,5.18,1.47
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-25_sample-2__model.cif,5.25,5.23,1.48
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-25_sample-3__model.cif,5.1,4.99,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-25_sample-4__model.cif,6.09,5.46,1.42
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-2_sample-0__model.cif,5.22,4.75,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-2_sample-1__model.cif,5.26,4.79,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-2_sample-2__model.cif,4.83,4.93,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-2_sample-3__model.cif,5.39,4.88,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-2_sample-4__model.cif,5.53,5.07,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-3_sample-0__model.cif,5.23,4.87,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-3_sample-1__model.cif,5.78,5.02,1.56
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-3_sample-2__model.cif,5.18,4.9,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-3_sample-3__model.cif,5.21,4.8,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-3_sample-4__model.cif,5.44,5.09,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-4_sample-0__model.cif,18.21,10.03,1.6
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-4_sample-1__model.cif,5.5,4.92,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-4_sample-2__model.cif,5.16,4.92,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-4_sample-3__model.cif,5.16,4.84,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-4_sample-4__model.cif,5.17,4.97,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-5_sample-0__model.cif,5.6,5.04,1.5
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-5_sample-1__model.cif,5.6,5.41,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-5_sample-2__model.cif,5.61,5.02,1.46
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-5_sample-3__model.cif,5.28,4.97,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-5_sample-4__model.cif,5.37,5.1,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-6_sample-0__model.cif,5.51,4.84,1.47
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-6_sample-1__model.cif,5.23,4.86,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-6_sample-2__model.cif,5.44,5.14,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-6_sample-3__model.cif,4.96,4.9,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-6_sample-4__model.cif,5.01,4.84,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-7_sample-0__model.cif,5.24,4.94,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-7_sample-1__model.cif,5.42,5.21,1.49
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-7_sample-2__model.cif,17.51,8.94,1.63
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-7_sample-3__model.cif,5.31,5.09,1.48
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-7_sample-4__model.cif,18.38,9.52,1.53
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-8_sample-0__model.cif,5.19,5.0,1.51
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-8_sample-1__model.cif,18.82,10.54,1.66
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-8_sample-2__model.cif,18.48,9.88,1.65
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-8_sample-3__model.cif,5.21,4.95,1.54
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-8_sample-4__model.cif,5.74,4.86,1.52
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-9_sample-0__model.cif,4.9,4.76,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-9_sample-1__model.cif,5.5,4.88,1.56
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-9_sample-2__model.cif,5.31,5.16,1.55
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-9_sample-3__model.cif,5.34,4.96,1.57
uba1_thio_ub76_with_ube2w,uba1_thio_ub76_with_ube2w__seed-9_sample-4__model.cif,5.42,4.92,1.45
